x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
1.7885315960389865,1.514570764928801,1.9657874209234005,1.7885315960389865,1.8390109011661673,0.02721267402700389,4.287439173316047,1.1039570758536745,0.2725005068294857,0.39003724446292787
1.1375675601974837,-0.537787492035839,0.4058597409401701,1.1375675601974837,1.1771567179013964,0.8817426087118283,2.2895446109528477,-0.42740599235074916,-0.227506428123188,0.452705374304043
0.861252759692421,2.1331483686753847,-1.2850620588566213,0.861252759692421,1.6544871368689857,0.10445349004843496,-0.8586072056568743,0.4553927426721581,-1.066773170286424,-0.38217264411573226
1.630619245201601,-0.00040817009103855106,0.6882882044008566,1.630619245201601,2.688987836570403,2.3212620880106396,1.9770595157406872,0.23425608888867555,-1.4249666563669523,-0.8645756230257549
2.339799770633823,-3.5939873347696,-4.507650497079795,2.339799770633823,-3.6428429856502316,0.7722869999586753,2.9382950107432793,1.4248206258975193,-0.1712005945348707,4.652432369717023
0.019466861371222666,3.1093090747750987,3.47565438757559,0.019466861371222666,2.3802160993401085,-0.09707936164151953,0.8205029585179853,1.0592860868028786,2.265646797509418,0.8780893949244511
0.29280703128956476,1.9272753237171467,1.7079916818187248,0.29280703128956476,1.9067294732578177,0.7169330701621994,2.091589745692821,1.9647177607013049,-0.4306289083170183,0.5983820229762702
-0.14866443165388032,0.6637545520395108,2.8097884754194706,-0.14866443165388032,2.2574227066654053,1.2633784996567043,1.9409284924240366,0.9844380255227656,0.7780393310376277,1.5072163717893043
1.2657788661373572,-5.721034896715397,0.4601725986374281,1.2657788661373572,1.2278942917407358,4.769491705281858,-1.351686757405056,-3.0355548337693516,3.2174350884580867,3.518510355624285
-1.6261270532178855,-1.2163790482314067,8.928432944902104,-1.6261270532178855,4.648183973385194,4.734064893508414,2.901573274004398,-0.28805907162720445,2.5246260429990954,0.3376045371465626
2.350996528559225,1.9407130260274803,1.4577108939279984,2.350996528559225,4.542735324075251,1.4349091054765561,1.2319384808349993,1.0559203896462808,0.6460800927314008,1.2041178744464278
1.2410139470692076,0.5957448342166587,-0.35682530920192956,1.2410139470692076,0.41569065246502857,0.31271006324058304,1.7466394427379865,1.335183258535013,0.3308257984878523,1.9514490392108255
3.637905105404318,4.174461170295103,-2.1772525847569324,3.637905105404318,4.06480550917531,0.023229769137685596,-0.6964472359210123,2.6640692360711444,-0.17165820360506645,1.8359094913702345
0.7835915240812695,-0.8782342414099842,0.8109202504033359,0.7835915240812695,1.2568314834028433,1.1829158020604904,0.8724553141774064,-1.2421519759712583,0.9386833425893195,0.7529624199658261
0.552447598428148,0.10080677742352528,2.152199427952203,0.552447598428148,1.0350758461323613,1.3078579298564639,2.2975141987095715,0.7970346630917705,1.0989988828237485,1.274505495342812
3.3501628318521086,1.306658960667158,-1.5680652657826886,3.3501628318521086,-0.016089910542807173,0.05347913015444283,1.7417787627553483,2.0610802434335467,1.506772177721019,2.6206225029437027
0.5915302599154512,-2.13903540320893,2.935988066971371,0.5915302599154512,0.5356965670511351,1.9836495068648758,3.123606130865607,-1.0944522148016693,1.8650009958188907,1.0066506890965883
-1.6966201029200505,2.817618188418934,4.042851217126998,-1.6966201029200505,-3.2437789202654175,-0.6688469105734229,1.4870242538277878,0.7606060229001874,2.2325994559251603,-2.6568735417240044
2.2100731401082716,-2.2631730754223116,-2.624163626134107,2.2100731401082716,-1.3617201604896203,2.6164038466958006,1.6005627582036501,1.4588063341791417,-0.860022655751632,1.8494621329316188
0.09747108680540661,-4.257655700459931,3.367789613487911,0.09747108680540661,1.6934470495480147,5.66474091206937,2.5410585600270466,-0.767381704820056,-0.23942070578678853,-0.14447905757647028
-1.4878902360392634,-0.11896804232958913,4.864074249607128,-1.4878902360392634,1.8942356055231542,2.0753559800309604,2.291381488310142,-0.22438314466704856,0.5690918952272659,-0.6252314192442618
-2.034920548880354,0.8325596486854092,9.128689444850346,-2.034920548880354,6.563323929395212,4.959942543056724,1.3692616706587513,1.539724494550853,2.1140027238543193,1.1242277109760344
1.2778285904741442,1.4705423147101622,1.2644084188562765,1.2778285904741442,2.624056287046547,1.9750778028107296,0.9738934631455782,3.0637240724622314,0.9667588815553877,3.0857754014363117
2.7397264962411008,6.0240579578639695,2.2144259411764993,2.7397264962411008,-0.6351774449835934,-1.2228142927787888,0.2866751152022312,2.745844955080709,4.599456637339262,-0.41640206588072703
-1.1537435954899395,1.0732777061349976,6.447334279616241,-1.1537435954899395,6.535300051989636,4.722865260054132,0.7943170528411047,0.6235228529406944,-0.6688814465577853,-1.6535161651463985
1.1605973662185896,0.5539023384604033,-2.639908236577335,1.1605973662185896,1.496279051193223,1.736354618582736,-1.4686018215825354,2.15622136203762,-1.034639519629069,2.668722254906618
-0.13625591451708519,2.3963075572162538,1.8386244487498007,-0.13625591451708519,2.6094624429792885,0.7699833047248388,0.9897413557544885,2.6774055920868918,0.2094772316699176,2.135369611726906
2.9552362226488023,-0.5951662898058594,-1.2739640151426492,2.9552362226488023,1.5400896517841836,1.4793554573760461,2.8515723445681953,-0.022394544937202276,-1.5385016794107482,-0.3668151009951375
1.7778643267809622,4.117463700361619,1.034962619925088,1.7778643267809622,1.4353669853016506,0.41863869242908003,-0.338205934337396,3.1343565335445778,2.1130439443875195,1.3441274111918402
3.5075468317954677,-0.846610704952834,1.7155008676317136,3.5075468317954677,3.6263929417988527,3.42678971162923,3.3466235031897167,2.0333618655054506,1.624913555125625,3.5484628347387703
-1.2474106873253197,0.8801223067587752,6.413509403747782,-1.2474106873253197,3.8193096152457233,3.28116282547244,2.197252153834998,1.9689436054866365,1.5019716470320532,1.278759763972999
1.264054815332365,-0.5804005052190924,-0.2389848365568612,1.264054815332365,-0.7461412348477372,1.1007923513015718,-1.1793634619321014,-1.5858814482043306,2.388751648171194,0.187377701675295
1.7361298244589203,2.9051452788023404,1.727203328815849,1.7361298244589203,0.4051018258214403,0.04987176208805899,1.3084869056608541,1.1944325259955904,1.9729472713301828,-0.5324643546841554
1.9881710497944127,-0.7251062971133635,1.671677149944464,1.9881710497944127,2.5115172581905147,2.4086773530368335,1.6310174382481084,0.2057843402959456,1.7604097958568015,2.040055636131813
1.216422075890376,1.7643392712843355,0.13601498359102404,1.216422075890376,0.46590544407077694,-0.19971611941511003,1.1358962562466786,1.525924128315811,1.166180539851414,1.788565302097167
-0.11288989774700942,-1.3108181550364004,1.7157802338301633,-0.11288989774700942,1.846678160748565,2.2719110085949934,-0.19469631631182027,-2.7838769503957925,-0.02425402272019106,-1.9476688069034722
-0.9398248813774339,1.476618284697628,4.795536007391258,-0.9398248813774339,2.338980211053439,4.28497669697062,-0.9827611583491673,1.4817880125318892,0.9889823739321606,-1.7246743049619813
1.9873082067232066,1.3754794039611071,-4.026309556517927,1.9873082067232066,1.4133362295963032,1.6935361024365518,-4.434038822831932,2.1241659285132144,0.5569159543288409,3.4969170057035615
3.199431984031052,-2.9943112054119805,0.8029358506437306,3.199431984031052,2.637502218739631,3.5519597431620467,2.6194546028801016,-1.5912156514553542,0.7218165711125142,0.6861716071700336
-0.40623542788255573,-0.33869446918517077,2.941895090867187,-0.40623542788255573,1.3114981358198483,0.7298261284222938,1.437108852638671,-0.14446351566719895,2.653612757333198,2.841734613945465
3.2614453107012986,3.7299606950771915,-3.1660322697106373,3.2614453107012986,1.9708809258159101,-0.7164028379711018,-0.7602815767740636,2.058594020126735,-0.41472425649623923,1.0608675721011087
-1.579308709219709,0.0674403565102406,3.7238440285134993,-1.579308709219709,1.9645667690117752,1.0763858482989657,2.19200911275105,-1.1648249540286324,-0.627640562019993,-1.5657243100702511
0.4930204359511643,-0.6785228140174897,-0.43830386912062824,0.4930204359511643,-0.08293596187378327,1.6984126138609996,0.7878460452820244,0.6857681847859796,-0.47848147475631864,0.8027380371188266
0.6960073798010775,6.874372976156014,3.2458154943618847,0.6960073798010775,3.931892976097388,0.6019488907816274,-2.4219703249857694,2.3380857876892764,1.4812668815397156,-2.2892517405003163
-0.23657548984796417,1.1513192534574634,5.46545046976545,-0.23657548984796417,4.346986280558675,2.9585466676464405,3.1923420027923046,2.424036097483186,0.6284745339217646,1.3942590066989469
